qseqid,sseqid,pident,length,accession,ncbi_isolation_source,ncbi_country,gtdb_taxonomy
AB022925.1,RS_GCF_004167235.1~NZ_RCYK01000033.1,97.378,1449,RS_GCF_004167235.1,stool,USA: Cambridge,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,RS_GCF_030017215.1~NZ_JASDEJ010000016.1,97.378,1449,RS_GCF_030017215.1,sugarcane factory,USA: Louisiana,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,RS_GCF_025395195.1~NZ_QVOU01000015.1,97.378,1449,RS_GCF_025395195.1,beetroot,Australia,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,RS_GCF_019656035.1~NZ_BPKX01000051.1,97.378,1449,RS_GCF_019656035.1,milk,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,RS_GCF_015551285.1~NZ_JADNCM010000017.1,97.378,1449,RS_GCF_015551285.1,stool,USA,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,RS_GCF_027692325.1~NZ_JAQEZB010000022.1,97.378,1449,RS_GCF_027692325.1,fecal material [ENVO:00002003],China: Shenzhen,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,RS_GCF_002287365.1~NZ_NQLF01000001.1,97.378,1449,RS_GCF_002287365.1,kimchi,South Korea: Traditional market at Wonju,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,RS_GCF_001998805.1~NZ_CP016329.1,97.378,1449,RS_GCF_001998805.1,kimchi,South Korea: Bundang,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,RS_GCF_030397505.1~NZ_JAPMUB010000023.1,97.378,1449,RS_GCF_030397505.1,Gajami-sikhae,South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,RS_GCF_027692265.1~NZ_JAQEZD010000002.1,97.378,1449,RS_GCF_027692265.1,fecal material [ENVO:00002003],China: Shenzhen,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,RS_GCF_030017235.1~NZ_JASDEK010000017.1,97.378,1449,RS_GCF_030017235.1,sugarcane factory,USA: Louisiana,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,RS_GCF_014651235.1~NZ_BMWM01000051.1,97.378,1449,RS_GCF_014651235.1,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,GB_GCA_009795665.1~WSZI01000006.1,97.378,1449,GB_GCA_009795665.1,fruit,Tunisia: Tunis,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,RS_GCF_000709265.1~NZ_JMEA01000022.1,97.378,1449,RS_GCF_000709265.1,Kimchi,South Korea: Chungbuk; Chengju,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,GB_GCA_001062635.1~JVUV01000025.1,97.378,1449,GB_GCA_001062635.1,none,USA: WA,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,RS_GCF_018993775.1~NZ_JAGXCE010000018.1,97.378,1449,RS_GCF_018993775.1,cucumber fermentation brine,USA: Chaska; MN,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,RS_GCF_030269345.1~NZ_BSTE01000023.1,97.378,1449,RS_GCF_030269345.1,Soft-rotted sweet potato,Japan,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,RS_GCF_000179875.1~NZ_AEGQ01000051.1,97.308,1449,RS_GCF_000179875.1,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis_A
AB022925.1,RS_GCF_006539105.1~NZ_BJMJ01000040.1,97.31,1450,RS_GCF_006539105.1,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,RS_GCF_007954665.1~NZ_CP042390.1,97.308,1449,RS_GCF_007954665.1,kimchi,South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,RS_GCF_030161775.1~NZ_BSUV01000001.1,97.101,1449,RS_GCF_030161775.1,Lychee fruit,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc litchii
AB022925.1,RS_GCF_008107645.1~NZ_SDGY01000009.1,97.101,1449,RS_GCF_008107645.1,Lychee,Taiwan: Taoyuan city,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc litchii
AB022925.1,RS_GCF_025188325.1~NZ_RIKO01000023.1,97.918,1393,RS_GCF_025188325.1,sourdough bread,France,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_022832495.1~NZ_JALHKG010000027.1,97.986,1390,RS_GCF_022832495.1,kefir grains,China: Guangdong,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028620185.1~NZ_JAQPVP010000045.1,97.515,1368,RS_GCF_028620185.1,yak milk,China: Gansu,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028619795.1~NZ_JAQPWD010000044.1,97.658,1281,RS_GCF_028619795.1,yak milk,China: Sichuan,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028620175.1~NZ_JAQPVV010000052.1,97.571,1194,RS_GCF_028620175.1,yak milk,China: Gansu,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
